$USGS 12399500 - Columbia River at International Boundary   1/1/2011-12/31/2015,,
,,
JDAY,QIN,
371.927083333336,2701.42461920956,
371.9375,2670.27611731092,
371.947916666664,2644.79097939385,
371.958333333336,2607.97911351364,
371.96875,2557.00883767949,
371.979166666664,2500.37519786378,
371.989583333336,2446.57324003885,
372,2395.60296420471,
372.010416666664,2350.29605235214,
372.020833333336,2307.82082249035,
372.03125,2271.00895661014,
372.041666666664,2239.86045471149,
372.052083333336,2214.37531679442,
372.0625,2194.55354285892,
372.072916666664,2177.56345091421,
372.083333333336,2166.23672295107,
372.09375,2154.90999498792,
372.104166666664,2149.24663100635,
372.114583333336,2143.58326702478,
372.125,2140.75158503399,
372.135416666664,2140.75158503399,
372.145833333336,2137.91990304321,
372.15625,2137.91990304321,
372.166666666664,2137.91990304321,
372.177083333336,2135.08822105242,
372.1875,2135.08822105242,
372.197916666664,2135.08822105242,
372.208333333336,2140.75158503399,
372.21875,2160.57335896949,
372.229166666664,2183.22681489578,
372.239583333336,2205.88027082207,
372.25,2225.70204475757,
372.260416666664,2242.69213670228,
372.270833333336,2259.68222864699,
372.28125,2273.84063860092,
372.291666666664,2285.16736656407,
372.302083333336,2307.82082249035,
372.3125,2338.96932438899,
372.322916666664,2367.28614429685,
372.333333333336,2392.77128221392,
372.34375,2415.42473814021,
372.354166666664,2435.24651207571,
372.364583333336,2455.06828601121,
372.375,2469.22669596514,
372.385416666664,2483.38510591906,
372.395833333336,2500.37519786378,
372.40625,2528.69201777164,
372.416666666664,2554.17715568871,
372.427083333336,2582.49397559656,
372.4375,2607.97911351364,
372.447916666664,2627.80088744914,
372.458333333336,2647.62266138464,
372.46875,2664.61275332935,
372.479166666664,2678.77116328328,
372.489583333336,2692.92957323721,
372.5,2701.42461920956,
372.510416666664,2712.75134717271,
372.520833333336,2721.24639314506,
372.53125,2726.90975712664,
372.541666666664,2735.40480309899,
372.552083333336,2738.23648508978,
372.5625,2746.73153106214,
372.572916666664,2746.73153106214,
372.583333333336,2752.39489504371,
372.59375,2752.39489504371,
372.604166666664,2755.22657703449,
372.614583333336,2758.05825902528,
372.625,2758.05825902528,
372.635416666664,2758.05825902528,
372.645833333336,2760.88994101606,
372.65625,2772.21666897921,
372.666666666664,2797.70180689628,
372.677083333336,2820.35526282256,
372.6875,2831.68199078571,
372.697916666664,2859.99881069356,
372.708333333336,2888.31563060142,
372.71875,2916.63245050928,
372.729166666664,2944.94927041713,
372.739583333336,2944.94927041713,
372.75,2973.26609032499,
372.760416666664,2973.26609032499,
372.770833333336,2973.26609032499,
372.78125,2973.26609032499,
372.791666666664,2973.26609032499,
372.802083333336,2944.94927041713,
372.8125,2916.63245050928,
372.822916666664,2888.31563060142,
372.833333333336,2859.99881069356,
372.84375,2814.69189884099,
372.854166666664,2758.05825902528,
372.864583333336,2698.59293721878,
372.875,2639.12761541228,
372.885416666664,2576.83061161499,
372.895833333336,2520.19697179928,
372.90625,2463.56333198356,
372.916666666664,2412.59305614942,
372.927083333336,2367.28614429685,
372.9375,2330.47427841664,
372.947916666664,2296.49409452721,
372.958333333336,2271.00895661014,
372.96875,2248.35550068385,
372.979166666664,2228.53372674835,
372.989583333336,2214.37531679442,
373,2203.04858883128,
373.010416666664,2197.38522484971,
373.020833333336,2191.72186086814,
373.03125,2186.05849688657,
373.041666666664,2186.05849688657,
373.052083333336,2186.05849688657,
373.0625,2183.22681489578,
373.072916666664,2183.22681489578,
373.083333333336,2180.39513290499,
373.09375,2180.39513290499,
373.104166666664,2180.39513290499,
373.114583333336,2180.39513290499,
373.125,2180.39513290499,
373.135416666664,2180.39513290499,
373.145833333336,2180.39513290499,
373.15625,2180.39513290499,
373.166666666664,2180.39513290499,
373.177083333336,2180.39513290499,
373.1875,2180.39513290499,
373.197916666664,2180.39513290499,
373.208333333336,2180.39513290499,
373.21875,2180.39513290499,
373.229166666664,2180.39513290499,
373.239583333336,2180.39513290499,
373.25,2180.39513290499,
373.260416666664,2180.39513290499,
373.270833333336,2180.39513290499,
373.28125,2180.39513290499,
373.291666666664,2177.56345091421,
373.302083333336,2180.39513290499,
373.3125,2194.55354285892,
373.322916666664,2217.20699878521,
373.333333333336,2234.19709072992,
373.34375,2256.85054665621,
373.354166666664,2279.50400258249,
373.364583333336,2313.48418647192,
373.375,2344.63268837057,
373.385416666664,2375.78119026921,
373.395833333336,2404.09801017707,
373.40625,2426.75146610335,
373.416666666664,2452.23660402042,
373.427083333336,2474.89005994671,
373.4375,2506.03856184535,
